68.3012097105,30.0747957669,92.3749615158,119.054604099,50.1944289077
75.1600608381,27.0862720216,79.0858869942,131.248270929,47.4195092167
82.1412252759,34.3481379934,70.3196869103,97.7651660184,75.425783802
85.4546646913,27.9882560237,67.1866778934,95.7105931375,83.6598082541
69.227745318,32.1643905136,69.1455419604,60.9453959009,128.516926307
52.8089924603,31.7629103536,96.0576957945,126.67434967,52.696051722
62.367838932,17.970092468,96.5747961439,115.348406825,67.7388656307
77.3196165082,15.8025139539,80.537677792,122.005383208,64.3348085378
94.7636416907,29.7448812969,53.6731740479,107.891877129,73.9264258353
62.7446716251,25.6641881037,87.1924349162,108.434948823,75.9637565321
57.5049211988,7.43994565392,102.226350276,117.328949638,75.4998332334
76.6754687381,25.2659547723,73.1083042553,125.238225225,59.7120470093
73.1852984321,14.7047587198,104.449030126,117.012665348,50.6482473737
89.2838400545,20.4658630598,60.5615103253,108.434948823,81.2538377374
73.2101696288,37.370689699,60.347643095,145.98065001,43.090847567
114.000047658,15.4913443416,88.9455954965,144.761774775,27.7839264122
83.6158360605,28.9135619424,73.810793743,108.434948823,65.2248594312
69.0012809656,33.8304980769,75.6095367513,100.304846469,81.2538377374
